,title,date_created,keywords,media_type,description,nasa_id,links
10,NASA Early Career Research Program - Climate Change Research Ini,2024-08-07T00:00:00Z,"['Climate Change Research Initiative (CCRI)', 'DC', 'Mary W. Jackson NASA Headquarters', 'NASA Early Career Research Program (ECR)', 'Washington']",image,"Members of the Climate Change Research Initiative (CCRI) cohort discuss their research during a poster session, Wednesday, Aug. 7, 2024, at the Mary W. Jackson NASA Headquarters building in Washington, DC. The Earth Science Division’s Early Career Research Program’s Climate Change Research Initiative (CCRI) is a year-long STEM engagement and experiential learning opportunity for educators and students from high school to graduate level. Photo Credit: (NASA/Joel Kowsky)",NHQ202408070018,"[{'href': 'https://images-assets.nasa.gov/image/NHQ202408070018/NHQ202408070018~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1280, 'size': 204000, 'height': 844}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070018/NHQ202408070018~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 640, 'size': 56000, 'height': 422}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070018/NHQ202408070018~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 640, 'size': 56000, 'height': 422}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070018/NHQ202408070018~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1920, 'size': 448000, 'height': 1266}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070018/NHQ202408070018~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 5410, 'width': 8204, 'size': 36700160}]"
11,NASA Early Career Research Program - Climate Change Research Ini,2024-08-07T00:00:00Z,"['Climate Change Research Initiative (CCRI)', 'DC', 'Mary W. Jackson NASA Headquarters', 'NASA Early Career Research Program (ECR)', 'Washington']",image,"Members of the Climate Change Research Initiative (CCRI) cohort listen as Karen St. Germain, director of the Earth Science Division of NASA’s Science Mission Directorate speaks, Wednesday, Aug. 7, 2024, at the Mary W. Jackson NASA Headquarters building in Washington, DC. The Earth Science Division’s Early Career Research Program’s Climate Change Research Initiative (CCRI) is a year-long STEM engagement and experiential learning opportunity for educators and students from high school to graduate level. Photo Credit: (NASA/Joel Kowsky)",NHQ202408070008,"[{'href': 'https://images-assets.nasa.gov/image/NHQ202408070008/NHQ202408070008~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1280, 'size': 149000, 'height': 853}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070008/NHQ202408070008~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 640, 'size': 45000, 'height': 426}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070008/NHQ202408070008~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 640, 'size': 45000, 'height': 426}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070008/NHQ202408070008~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1920, 'size': 356000, 'height': 1280}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070008/NHQ202408070008~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 5504, 'width': 8256, 'size': 41943040}]"
12,NASA Early Career Research Program - Climate Change Research Ini,2024-08-07T00:00:00Z,"['Climate Change Research Initiative (CCRI)', 'DC', 'Mary W. Jackson NASA Headquarters', 'Matthew Pearce', 'NASA Early Career Research Program (ECR)', 'Washington']",image,"Matthew Pearce, education officer at NASA’s Goddard Institute for Space Studies and project lead for the Climate Change Research Initiative (CCRI), speaks with the CCRI cohort, Wednesday, Aug. 7, 2024, at the Mary W. Jackson NASA Headquarters building in Washington, DC. The Earth Science Division’s Early Career Research Program’s Climate Change Research Initiative (CCRI) is a year-long STEM engagement and experiential learning opportunity for educators and students from high school to graduate level. Photo Credit: (NASA/Joel Kowsky)",NHQ202408070013,"[{'href': 'https://images-assets.nasa.gov/image/NHQ202408070013/NHQ202408070013~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1280, 'size': 159000, 'height': 779}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070013/NHQ202408070013~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 640, 'size': 47000, 'height': 389}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070013/NHQ202408070013~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 640, 'size': 47000, 'height': 389}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070013/NHQ202408070013~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1920, 'size': 347000, 'height': 1168}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070013/NHQ202408070013~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 4916, 'width': 8075, 'size': 34603008}]"
13,NASA Early Career Research Program - Climate Change Research Ini,2024-08-07T00:00:00Z,"['Climate Change Research Initiative (CCRI)', 'DC', 'Mary W. Jackson NASA Headquarters', 'Matthew Pearce', 'NASA Early Career Research Program (ECR)', 'Washington']",image,"Matthew Pearce, education officer at NASA’s Goddard Institute for Space Studies and project lead for the Climate Change Research Initiative (CCRI), speaks with the CCRI cohort, Wednesday, Aug. 7, 2024, at the Mary W. Jackson NASA Headquarters building in Washington, DC. The Earth Science Division’s Early Career Research Program’s Climate Change Research Initiative (CCRI) is a year-long STEM engagement and experiential learning opportunity for educators and students from high school to graduate level. Photo Credit: (NASA/Joel Kowsky)",NHQ202408070012,"[{'href': 'https://images-assets.nasa.gov/image/NHQ202408070012/NHQ202408070012~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1280, 'size': 150000, 'height': 853}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070012/NHQ202408070012~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 640, 'size': 33000, 'height': 426}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070012/NHQ202408070012~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 640, 'size': 33000, 'height': 426}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070012/NHQ202408070012~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1920, 'size': 418000, 'height': 1280}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070012/NHQ202408070012~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 5504, 'width': 8256, 'size': 49283072}]"
14,NASA Early Career Research Program - Climate Change Research Ini,2024-08-07T00:00:00Z,"['Climate Change Research Initiative (CCRI)', 'DC', 'Mary W. Jackson NASA Headquarters', 'NASA Early Career Research Program (ECR)', 'Washington']",image,"Members of the Climate Change Research Initiative (CCRI) cohort discuss their research during a poster session, Wednesday, Aug. 7, 2024, at the Mary W. Jackson NASA Headquarters building in Washington, DC. The Earth Science Division’s Early Career Research Program’s Climate Change Research Initiative (CCRI) is a year-long STEM engagement and experiential learning opportunity for educators and students from high school to graduate level. Photo Credit: (NASA/Joel Kowsky)",NHQ202408070016,"[{'href': 'https://images-assets.nasa.gov/image/NHQ202408070016/NHQ202408070016~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1280, 'size': 119000, 'height': 765}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070016/NHQ202408070016~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 640, 'size': 40000, 'height': 382}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070016/NHQ202408070016~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 640, 'size': 40000, 'height': 382}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070016/NHQ202408070016~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1920, 'size': 249000, 'height': 1147}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070016/NHQ202408070016~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 4594, 'width': 7686, 'size': 30408704}]"
15,NASA Early Career Research Program - Climate Change Research Ini,2024-08-07T00:00:00Z,"['Climate Change Research Initiative (CCRI)', 'DC', 'Jack Kaye', 'Mary W. Jackson NASA Headquarters', 'NASA Early Career Research Program (ECR)', 'Washington']",image,"Jack Kaye, associate director for research in the Earth Science Division of NASA’s Science Mission Directorate, speaks with the Climate Change Research Initiative (CCRI) cohort, Wednesday, Aug. 7, 2024, at the Mary W. Jackson NASA Headquarters building in Washington, DC. The Earth Science Division’s Early Career Research Program’s Climate Change Research Initiative (CCRI) is a year-long STEM engagement and experiential learning opportunity for educators and students from high school to graduate level. Photo Credit: (NASA/Joel Kowsky)",NHQ202408070010,"[{'href': 'https://images-assets.nasa.gov/image/NHQ202408070010/NHQ202408070010~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1280, 'size': 122000, 'height': 675}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070010/NHQ202408070010~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 640, 'size': 37000, 'height': 337}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070010/NHQ202408070010~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 640, 'size': 37000, 'height': 337}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070010/NHQ202408070010~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1920, 'size': 264000, 'height': 1013}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070010/NHQ202408070010~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 4108, 'width': 7781, 'size': 27262976}]"
16,NASA Early Career Research Program - Climate Change Research Ini,2024-08-07T00:00:00Z,"['Climate Change Research Initiative (CCRI)', 'Cynthia Hall', 'DC', 'Mary W. Jackson NASA Headquarters', 'NASA Early Career Research Program (ECR)', 'Washington']",image,"Cynthia Hall, support scientist for the Early Career Research Program in NASA’s Earth Science Division, speaks to the Climate Change Research Initiative (CCRI) cohort, Wednesday, Aug. 7, 2024, at the Mary W. Jackson NASA Headquarters building in Washington, DC. The Earth Science Division’s Early Career Research Program’s Climate Change Research Initiative (CCRI) is a year-long STEM engagement and experiential learning opportunity for educators and students from high school to graduate level. Photo Credit: (NASA/Joel Kowsky)",NHQ202408070011,"[{'href': 'https://images-assets.nasa.gov/image/NHQ202408070011/NHQ202408070011~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 898, 'size': 146000, 'height': 1280}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070011/NHQ202408070011~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 449, 'size': 45000, 'height': 640}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070011/NHQ202408070011~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 449, 'size': 45000, 'height': 640}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070011/NHQ202408070011~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1348, 'size': 344000, 'height': 1920}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070011/NHQ202408070011~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 7733, 'width': 5430, 'size': 52428800}]"
17,NASA Early Career Research Program - Climate Change Research Ini,2024-08-07T00:00:00Z,"['Climate Change Research Initiative (CCRI)', 'DC', 'Mary W. Jackson NASA Headquarters', 'NASA Early Career Research Program (ECR)', 'Washington']",image,"Members of the Climate Change Research Initiative (CCRI) cohort discuss their research during a poster session, Wednesday, Aug. 7, 2024, at the Mary W. Jackson NASA Headquarters building in Washington, DC. The Earth Science Division’s Early Career Research Program’s Climate Change Research Initiative (CCRI) is a year-long STEM engagement and experiential learning opportunity for educators and students from high school to graduate level. Photo Credit: (NASA/Joel Kowsky)",NHQ202408070020,"[{'href': 'https://images-assets.nasa.gov/image/NHQ202408070020/NHQ202408070020~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1280, 'size': 146000, 'height': 913}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070020/NHQ202408070020~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 640, 'size': 43000, 'height': 456}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070020/NHQ202408070020~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 640, 'size': 43000, 'height': 456}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070020/NHQ202408070020~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1920, 'size': 353000, 'height': 1370}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070020/NHQ202408070020~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 4341, 'width': 6080, 'size': 23068672}]"
18,NASA Early Career Research Program - Climate Change Research Ini,2024-08-07T00:00:00Z,"['Climate Change Research Initiative (CCRI)', 'DC', 'Kate Calvin', 'Mary W. Jackson NASA Headquarters', 'NASA Early Career Research Program (ECR)', 'Washington']",image,"Kate Calvin, NASA’s Chief Scientist, speaks to the Climate Change Research Initiative (CCRI) cohort, Wednesday, Aug. 7, 2024, at the Mary W. Jackson NASA Headquarters building in Washington, DC. The Earth Science Division’s Early Career Research Program’s Climate Change Research Initiative (CCRI) is a year-long STEM engagement and experiential learning opportunity for educators and students from high school to graduate level. Photo Credit: (NASA/Joel Kowsky)",NHQ202408070001,"[{'href': 'https://images-assets.nasa.gov/image/NHQ202408070001/NHQ202408070001~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1280, 'size': 123000, 'height': 853}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070001/NHQ202408070001~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 640, 'size': 32000, 'height': 426}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070001/NHQ202408070001~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 640, 'size': 32000, 'height': 426}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070001/NHQ202408070001~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1920, 'size': 317000, 'height': 1280}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070001/NHQ202408070001~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 5504, 'width': 8256, 'size': 48234496}]"
19,NASA Early Career Research Program - Climate Change Research Ini,2024-08-07T00:00:00Z,"['Climate Change Research Initiative (CCRI)', 'DC', 'Jack Kaye', 'Mary W. Jackson NASA Headquarters', 'NASA Early Career Research Program (ECR)', 'Washington']",image,"Jack Kaye, associate director for research in the Earth Science Division of NASA’s Science Mission Directorate, speaks with the Climate Change Research Initiative (CCRI) cohort, Wednesday, Aug. 7, 2024, at the Mary W. Jackson NASA Headquarters building in Washington, DC. The Earth Science Division’s Early Career Research Program’s Climate Change Research Initiative (CCRI) is a year-long STEM engagement and experiential learning opportunity for educators and students from high school to graduate level. Photo Credit: (NASA/Joel Kowsky)",NHQ202408070009,"[{'href': 'https://images-assets.nasa.gov/image/NHQ202408070009/NHQ202408070009~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1280, 'size': 149000, 'height': 853}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070009/NHQ202408070009~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 640, 'size': 38000, 'height': 426}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070009/NHQ202408070009~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 640, 'size': 38000, 'height': 426}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070009/NHQ202408070009~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1920, 'size': 394000, 'height': 1280}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070009/NHQ202408070009~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 5504, 'width': 8256, 'size': 52428800}]"
20,NASA Early Career Research Program - Climate Change Research Ini,2024-08-07T00:00:00Z,"['Climate Change Research Initiative (CCRI)', 'DC', 'Mary W. Jackson NASA Headquarters', 'NASA Early Career Research Program (ECR)', 'Washington']",image,"Members of the Climate Change Research Initiative (CCRI) cohort discuss their research during a poster session, Wednesday, Aug. 7, 2024, at the Mary W. Jackson NASA Headquarters building in Washington, DC. The Earth Science Division’s Early Career Research Program’s Climate Change Research Initiative (CCRI) is a year-long STEM engagement and experiential learning opportunity for educators and students from high school to graduate level. Photo Credit: (NASA/Joel Kowsky)",NHQ202408070017,"[{'href': 'https://images-assets.nasa.gov/image/NHQ202408070017/NHQ202408070017~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1280, 'size': 167000, 'height': 810}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070017/NHQ202408070017~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 640, 'size': 48000, 'height': 405}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070017/NHQ202408070017~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 640, 'size': 48000, 'height': 405}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070017/NHQ202408070017~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1920, 'size': 353000, 'height': 1216}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070017/NHQ202408070017~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 4852, 'width': 7658, 'size': 31457280}]"
21,NASA Early Career Research Program - Climate Change Research Ini,2024-08-07T00:00:00Z,"['Climate Change Research Initiative (CCRI)', 'DC', 'Mary W. Jackson NASA Headquarters', 'NASA Early Career Research Program (ECR)', 'Washington']",image,"The Climate Change Research Initiative (CCRI) cohort poses for a group photo, Wednesday, Aug. 7, 2024, at the Mary W. Jackson NASA Headquarters building in Washington, DC. The Earth Science Division’s Early Career Research Program’s Climate Change Research Initiative (CCRI) is a year-long STEM engagement and experiential learning opportunity for educators and students from high school to graduate level. Photo Credit: (NASA/Joel Kowsky)",NHQ202408070015,"[{'href': 'https://images-assets.nasa.gov/image/NHQ202408070015/NHQ202408070015~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1280, 'size': 138000, 'height': 783}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070015/NHQ202408070015~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 640, 'size': 42000, 'height': 391}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070015/NHQ202408070015~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 640, 'size': 42000, 'height': 391}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070015/NHQ202408070015~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1920, 'size': 297000, 'height': 1174}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070015/NHQ202408070015~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 4660, 'width': 7617, 'size': 27262976}]"
22,NASA Early Career Research Program - Climate Change Research Ini,2024-08-07T00:00:00Z,"['Climate Change Research Initiative (CCRI)', 'DC', 'Kate Calvin', 'Mary W. Jackson NASA Headquarters', 'NASA Early Career Research Program (ECR)', 'Washington']",image,"Kate Calvin, NASA’s Chief Scientist, speaks to the Climate Change Research Initiative (CCRI) cohort, Wednesday, Aug. 7, 2024, at the Mary W. Jackson NASA Headquarters building in Washington, DC. The Earth Science Division’s Early Career Research Program’s Climate Change Research Initiative (CCRI) is a year-long STEM engagement and experiential learning opportunity for educators and students from high school to graduate level. Photo Credit: (NASA/Joel Kowsky)",NHQ202408070005,"[{'href': 'https://images-assets.nasa.gov/image/NHQ202408070005/NHQ202408070005~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1280, 'size': 172000, 'height': 877}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070005/NHQ202408070005~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 640, 'size': 55000, 'height': 438}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070005/NHQ202408070005~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 640, 'size': 55000, 'height': 438}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070005/NHQ202408070005~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1920, 'size': 359000, 'height': 1316}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070005/NHQ202408070005~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 5296, 'width': 7725, 'size': 34603008}]"
23,IPCC Projections of Temperature and Precipitation in the 21st Century,2013-09-27T00:00:00Z,"['Global Warming', 'Temperature Trend', 'Precipitation', 'Climate Change', 'Climate Patterns', 'Earth']",video,"New data visualizations from the NASA Center for Climate Simulation and NASA's Scientific Visualization Studio show how climate models – those used in the new report from the United Nations' Intergovernmental Panel on Climate Change (IPCC) – estimate how temperature and precipitation patterns could change throughout the 21st century. For the IPCC's Physical Science Basis and Summary for Policymakers reports, scientists referenced an international climate modeling effort to study how the Earth might respond to four different scenarios of how much carbon dioxide and other greenhouse gases would be emitted into the atmosphere throughout the 21st century. The Summary for Policymakers, the first official piece of the group's Fifth Assessment Report, was released Fri., Sept. 27.  That modeling effort, called the Coupled Model Intercomparison Project Phase 5 (CMIP5), includes dozens of climate models from institutions around the world, including from NASA's Goddard Institute for Space Studies.  To produce visualizations that show temperature and precipitation changes similar to those included in the IPCC report, the NASA Center for Climate Simulation calculated mean model results for each of the four emissions scenarios. The final products are visual representations how much temperature and precipitation patterns would change through 2100 compared to the historical average from the end of the 20th century. The changes shown compare the model projections to the average temperature and precipitation benchmarks observed from 1971-2000. This baseline is different from the IPCC report, which uses a 1986-2005 baseline. Because the reference period from 1986-2005 was slightly warmer than 1971-2000, the visualizations are slightly different than those in the report, even though the same model data is used.",GSFC_20130927_IPCC m11376_21st,"[{'href': 'https://images-assets.nasa.gov/video/GSFC_20130927_IPCC m11376_21st/GSFC_20130927_IPCC m11376_21st~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 800, 'size': 28000, 'height': 450}, {'href': 'https://images-assets.nasa.gov/video/GSFC_20130927_IPCC m11376_21st/GSFC_20130927_IPCC m11376_21st~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 400, 'size': 9700, 'height': 225}, {'href': 'https://images-assets.nasa.gov/video/GSFC_20130927_IPCC m11376_21st/GSFC_20130927_IPCC m11376_21st~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 200, 'size': 3700, 'height': 112}, {'href': 'https://images-assets.nasa.gov/video/GSFC_20130927_IPCC m11376_21st/GSFC_20130927_IPCC m11376_21st~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 300, 'size': 5800, 'height': 168}, {'href': 'https://images-assets.nasa.gov/video/GSFC_20130927_IPCC m11376_21st/GSFC_20130927_IPCC m11376_21st.vtt', 'rel': 'captions'}]"
24,NASA Early Career Research Program - Climate Change Research Ini,2024-08-07T00:00:00Z,"['Climate Change Research Initiative (CCRI)', 'DC', 'Karen St. Germain', 'Mary W. Jackson NASA Headquarters', 'NASA Early Career Research Program (ECR)', 'Washington']",image,"Karen St. Germain, director of the Earth Science Division of NASA’s Science Mission Directorate, speaks with the Climate Change Research Initiative (CCRI) cohort, Wednesday, Aug. 7, 2024, at the Mary W. Jackson NASA Headquarters building in Washington, DC. The Earth Science Division’s Early Career Research Program’s Climate Change Research Initiative (CCRI) is a year-long STEM engagement and experiential learning opportunity for educators and students from high school to graduate level.  Photo Credit: (NASA/Joel Kowsky)",NHQ202408070006,"[{'href': 'https://images-assets.nasa.gov/image/NHQ202408070006/NHQ202408070006~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1280, 'size': 125000, 'height': 767}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070006/NHQ202408070006~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 640, 'size': 39000, 'height': 383}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070006/NHQ202408070006~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 640, 'size': 39000, 'height': 383}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070006/NHQ202408070006~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1920, 'size': 262000, 'height': 1150}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070006/NHQ202408070006~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 4419, 'width': 7373, 'size': 25165824}]"
25,NASA Early Career Research Program - Climate Change Research Ini,2024-08-07T00:00:00Z,"['Climate Change Research Initiative (CCRI)', 'DC', 'Karen St. Germain', 'Mary W. Jackson NASA Headquarters', 'NASA Early Career Research Program (ECR)', 'Washington']",image,"Karen St. Germain, director of the Earth Science Division of NASA’s Science Mission Directorate, speaks with the Climate Change Research Initiative (CCRI) cohort, Wednesday, Aug. 7, 2024, at the Mary W. Jackson NASA Headquarters building in Washington, DC. The Earth Science Division’s Early Career Research Program’s Climate Change Research Initiative (CCRI) is a year-long STEM engagement and experiential learning opportunity for educators and students from high school to graduate level.  Photo Credit: (NASA/Joel Kowsky)",NHQ202408070004,"[{'href': 'https://images-assets.nasa.gov/image/NHQ202408070004/NHQ202408070004~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 881, 'size': 191000, 'height': 1280}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070004/NHQ202408070004~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 440, 'size': 45000, 'height': 640}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070004/NHQ202408070004~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 440, 'size': 45000, 'height': 640}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070004/NHQ202408070004~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1321, 'size': 529000, 'height': 1920}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070004/NHQ202408070004~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 7244, 'width': 4986, 'size': 44040192}]"
26,NASA Early Career Research Program - Climate Change Research Ini,2024-08-07T00:00:00Z,"['Climate Change Research Initiative (CCRI)', 'DC', 'Mary W. Jackson NASA Headquarters', 'NASA Early Career Research Program (ECR)', 'Washington', 'Yaítza Luna-Cruz']",image,"Yaítza Luna-Cruz, a program executive in the Earth Science Division of NASA’s Science Mission Directorate and program manager for the Early Career Research Program, speaks to the Climate Change Research Initiative (CCRI) cohort, Wednesday, Aug. 7, 2024, at the Mary W. Jackson NASA Headquarters building in Washington, DC. The Earth Science Division’s Early Career Research Program’s Climate Change Research Initiative (CCRI) is a year-long STEM engagement and experiential learning opportunity for educators and students from high school to graduate level. Photo Credit: (NASA/Joel Kowsky)",NHQ202408070002,"[{'href': 'https://images-assets.nasa.gov/image/NHQ202408070002/NHQ202408070002~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1280, 'size': 103000, 'height': 830}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070002/NHQ202408070002~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 640, 'size': 35000, 'height': 415}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070002/NHQ202408070002~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 640, 'size': 35000, 'height': 415}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070002/NHQ202408070002~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1920, 'size': 228000, 'height': 1245}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070002/NHQ202408070002~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 4769, 'width': 7354, 'size': 29360128}]"
