Column,title,date_created,keywords,media_type,description,nasa_id,links
77,KSC-2011-2455,2011-03-21,ELV,image,"VANDENBERG AIR FORCE BASE, Calif. -- With the Space Launch Complex-2 (SLC-2) service tower at Vandenberg Air Force Base in California back in place, United Space Alliance technicians lower the second stage of a Delta II rocket into position over the first stage and three solid rocket motors. The rocket is being prepared to launch NASA's Aquarius satellite into low Earth orbit.        Scheduled to launch in June, Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: VAFB/30th Space Wing",KSC-2011-2455,https://images-assets.nasa.gov/image/KSC-2011-2455/KSC-2011-2455~medium.jpg
,KSC-2011-2455,2011-03-21,Delta II,,,,
,KSC-2011-2455,2011-03-21,science,,,,
,KSC-2011-2455,2011-03-21,research,,,,
,KSC-2011-2455,2011-03-21,climate change,,,,
,KSC-2011-2455,2011-03-21,Earth mission,,,,
78,KSC-2011-2199,2011-03-09,ELV,image,"VANDENBERG AIR FORCE BASE, Calif. --At Vandenberg Air Force Base in California, United Launch Alliance technicians finish installing one of three Delta II solid rocket motors on the pad at Space Launch Complex-2 West (SLC-2W). A second motor was installed earlier in the morning. Scheduled to launch in June, the Delta II rocket will carry NASA's Aquarius satellite into low Earth orbit.    Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: VAFB/30th Space Wing",KSC-2011-2199,https://images-assets.nasa.gov/image/KSC-2011-2199/KSC-2011-2199~medium.jpg
,KSC-2011-2199,2011-03-09,Delta II,,,,
,KSC-2011-2199,2011-03-09,science,,,,
,KSC-2011-2199,2011-03-09,research,,,,
,KSC-2011-2199,2011-03-09,climate change,,,,
,KSC-2011-2199,2011-03-09,Earth mission,,,,
79,KSC-2011-2450,2011-03-21,ELV,image,"VANDENBERG AIR FORCE BASE, Calif. -- The Space Launch Complex-2 (SLC-2) service tower at Vandenberg Air Force Base in California is moved to allow United Launch Alliance technicians to hoist into position the second stage of the Delta II rocket that will carry NASA's Aquarius satellite into low Earth orbit.       Scheduled to launch in June, Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: VAFB/30th Space Wing",KSC-2011-2450,https://images-assets.nasa.gov/image/KSC-2011-2450/KSC-2011-2450~medium.jpg
,KSC-2011-2450,2011-03-21,Delta II,,,,
,KSC-2011-2450,2011-03-21,science,,,,
,KSC-2011-2450,2011-03-21,research,,,,
,KSC-2011-2450,2011-03-21,climate change,,,,
,KSC-2011-2450,2011-03-21,Earth mission,,,,
80,KSC-2011-2196,2011-03-09,ELV,image,"VANDENBERG AIR FORCE BASE, Calif. --At Vandenberg Air Force Base in California, a crane raises one of three United Launch Alliance Delta II solid rocket motors on the pad at Space Launch Complex-2 West (SLC-2W). A second motor was installed earlier in the morning. Scheduled to launch in June, the Delta II rocket will carry NASA's Aquarius satellite into low Earth orbit.    Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: VAFB/30th Space Wing",KSC-2011-2196,https://images-assets.nasa.gov/image/KSC-2011-2196/KSC-2011-2196~medium.jpg
,KSC-2011-2196,2011-03-09,Delta II,,,,
,KSC-2011-2196,2011-03-09,science,,,,
,KSC-2011-2196,2011-03-09,research,,,,
,KSC-2011-2196,2011-03-09,climate change,,,,
,KSC-2011-2196,2011-03-09,Earth mission,,,,
81,KSC-2011-2190,2011-03-09,ELV,image,"VANDENBERG AIR FORCE BASE, Calif. --As the sun rises over Vandenberg Air Force Base in California, United Launch Alliance technicians prepare to raise one of three Delta II solid rocket motors on the pad at Space Launch Complex-2 West (SLC-2W). Scheduled to launch in June, the Delta II rocket will carry NASA's Aquarius satellite into low Earth orbit.    Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: VAFB/30th Space Wing",KSC-2011-2190,https://images-assets.nasa.gov/image/KSC-2011-2190/KSC-2011-2190~medium.jpg
,KSC-2011-2190,2011-03-09,Delta II,,,,
,KSC-2011-2190,2011-03-09,science,,,,
,KSC-2011-2190,2011-03-09,research,,,,
,KSC-2011-2190,2011-03-09,climate change,,,,
,KSC-2011-2190,2011-03-09,Earth mission,,,,
82,A Drier Future Sets the Stage for More Wildfires,2019-07-09,Drought,video,"Droughts can create ideal conditions for wildfires. Dry trees and vegetation provide fuel. Low soil and air moisture make it easier for fires to spread quickly. In these conditions, a spark from lightning, electrical failures, human error or planned fires can quickly get out of control. As Earth’s climate warms and precipitation patterns change, increasingly severe droughts will leave some areas of the world vulnerable to increasingly severe fires. Understanding how fires behave in dry conditions can help firefighters, first responders and others prepare for a hotter, drier future.",GSFC_20190709_Droughts_m13253_Fires,https://images-assets.nasa.gov/video/GSFC_20190709_Droughts_m13253_Fires/GSFC_20190709_Droughts_m13253_Fires~large.jpg
,A Drier Future Sets the Stage for More Wildfires,2019-07-09,Fire Management,,,,
,A Drier Future Sets the Stage for More Wildfires,2019-07-09,Human Geography,,,,
,A Drier Future Sets the Stage for More Wildfires,2019-07-09,Natural Hazards,,,,
,A Drier Future Sets the Stage for More Wildfires,2019-07-09,Fires,,,,
,A Drier Future Sets the Stage for More Wildfires,2019-07-09,Climate Change,,,,
,A Drier Future Sets the Stage for More Wildfires,2019-07-09,Earth,,,,
,A Drier Future Sets the Stage for More Wildfires,2019-07-09,Freshwater,,,,
83,New Look at Gravity Data Sheds Light on Ocean and Climate,2009-08-27,Earth,image,This map shows changes in ocean bottom pressure measured by NASA Gravity Recovery and Climate Experiment.,PIA12188,https://images-assets.nasa.gov/image/PIA12188/PIA12188~small.jpg
,New Look at Gravity Data Sheds Light on Ocean and Climate,2009-08-27,Gravity Recovery and Climate Experiment GRACE,,,,
84,NASA Science Live: Climate Edition - Innovations for a Sustainable Future [Episode 60],2024-10-30,Jasmine Hopkins,video,"Join NASA experts for a special climate edition of NASA Science Live on Wednesday, October 30 at 3:00 p.m. ET. This interactive Q&A will explore how NASA’s cutting-edge technology and research are helping to combat climate change and to develop solutions for a greener planet. Ask NASA experts your questions by using #askNASA. Jasmine Hopkins, NASA Communications Dr. Kate Calvin, NASA Chief Scientist and Senior Climate Advisor Dan Lockney, NASA Technology Transfer Program Executive",GSFC_NSL_Climate_Ep60,https://images-assets.nasa.gov/video/GSFC_NSL_Climate_Ep60/GSFC_NSL_Climate_Ep60~large.jpg
,NASA Science Live: Climate Edition - Innovations for a Sustainable Future [Episode 60],2024-10-30,Dr. Kate Calvin,,,,
,NASA Science Live: Climate Edition - Innovations for a Sustainable Future [Episode 60],2024-10-30,Dan Lockney,,,,
,NASA Science Live: Climate Edition - Innovations for a Sustainable Future [Episode 60],2024-10-30,NASA,,,,
,NASA Science Live: Climate Edition - Innovations for a Sustainable Future [Episode 60],2024-10-30,Climate,,,,
,NASA Science Live: Climate Edition - Innovations for a Sustainable Future [Episode 60],2024-10-30,Climate Change,,,,
,NASA Science Live: Climate Edition - Innovations for a Sustainable Future [Episode 60],2024-10-30,Earth Science,,,,
,NASA Science Live: Climate Edition - Innovations for a Sustainable Future [Episode 60],2024-10-30,Spinoff Technology,,,,
,NASA Science Live: Climate Edition - Innovations for a Sustainable Future [Episode 60],2024-10-30,Sustainable,,,,
,NASA Science Live: Climate Edition - Innovations for a Sustainable Future [Episode 60],2024-10-30,Innovations,,,,
,NASA Science Live: Climate Edition - Innovations for a Sustainable Future [Episode 60],2024-10-30,Green Technology,,,,
,NASA Science Live: Climate Edition - Innovations for a Sustainable Future [Episode 60],2024-10-30,Recycle,,,,
,NASA Science Live: Climate Edition - Innovations for a Sustainable Future [Episode 60],2024-10-30,Lunarecycle challenge,,,,
,NASA Science Live: Climate Edition - Innovations for a Sustainable Future [Episode 60],2024-10-30,Renewable energies,,,,
,NASA Science Live: Climate Edition - Innovations for a Sustainable Future [Episode 60],2024-10-30,Wildfires,,,,
,NASA Science Live: Climate Edition - Innovations for a Sustainable Future [Episode 60],2024-10-30,Beaver dam,,,,
,NASA Science Live: Climate Edition - Innovations for a Sustainable Future [Episode 60],2024-10-30,Agriculture,,,,
,NASA Science Live: Climate Edition - Innovations for a Sustainable Future [Episode 60],2024-10-30,NSL,,,,
,NASA Science Live: Climate Edition - Innovations for a Sustainable Future [Episode 60],2024-10-30,NASA Science Live,,,,
85,KSC-2011-1971,2011-03-01,ELV,image,"VANDENBERG AIR FORCE BASE, Calif. -- The first stage of the Delta II rocket that will carry NASA's Aquarius satellite into low Earth orbit is raised onto the launch pad at Vandenberg Air Force Base's Space Launch Complex-2 (SLC-2) in California. While the Delta II rocket is stacked on SLC-2, teams for NASA's Glory spacecraft and Orbital Sciences Taurus XL rocket are in launch preparation mode at Vandenberg's nearby Space Launch Complex 576-E.    Scheduled to launch in June, Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: NASA/VAFB",KSC-2011-1971,https://images-assets.nasa.gov/image/KSC-2011-1971/KSC-2011-1971~medium.jpg
,KSC-2011-1971,2011-03-01,Delta II,,,,
,KSC-2011-1971,2011-03-01,science,,,,
,KSC-2011-1971,2011-03-01,research,,,,
,KSC-2011-1971,2011-03-01,climate change,,,,
,KSC-2011-1971,2011-03-01,Earth mission,,,,
86,KSC-2011-1970,2011-03-01,ELV,image,"VANDENBERG AIR FORCE BASE, Calif. -- The first stage of the Delta II rocket that will carry NASA's Aquarius satellite into low Earth orbit is raised onto the launch pad at Vandenberg Air Force Base's Space Launch Complex-2 (SLC-2) in California. While the Delta II rocket is stacked on SLC-2, teams for NASA's Glory spacecraft and Orbital Sciences Taurus XL rocket are in launch preparation mode at Vandenberg's nearby Space Launch Complex 576-E.      Scheduled to launch in June, Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: NASA/VAFB",KSC-2011-1970,https://images-assets.nasa.gov/image/KSC-2011-1970/KSC-2011-1970~medium.jpg
,KSC-2011-1970,2011-03-01,Delta II,,,,
,KSC-2011-1970,2011-03-01,science,,,,
,KSC-2011-1970,2011-03-01,research,,,,
,KSC-2011-1970,2011-03-01,climate change,,,,
,KSC-2011-1970,2011-03-01,Earth mission,,,,
87,KSC-2011-1963,2011-03-01,ELV,image,"VANDENBERG AIR FORCE BASE, Calif. -- The first stage of the Delta II rocket that will carry NASA's Aquarius satellite into low Earth orbit arrives to the launch pad at Vandenberg Air Force Base's Space Launch Complex-2 (SLC-2) in California. While the Delta II rocket is stacked on SLC-2, teams for NASA's Glory spacecraft and Orbital Sciences Taurus XL rocket are in launch preparation mode at Vandenberg's nearby Space Launch Complex 576-E.    Scheduled to launch in June, Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: NASA/VAFB",KSC-2011-1963,https://images-assets.nasa.gov/image/KSC-2011-1963/KSC-2011-1963~medium.jpg
,KSC-2011-1963,2011-03-01,Delta II,,,,
,KSC-2011-1963,2011-03-01,science,,,,
,KSC-2011-1963,2011-03-01,research,,,,
,KSC-2011-1963,2011-03-01,climate change,,,,
,KSC-2011-1963,2011-03-01,Earth mission,,,,
88,KSC-2011-1961,2011-03-01,ELV,image,"VANDENBERG AIR FORCE BASE, Calif. --  As the sun rises over Vandenberg Air Force Base in California, the first stage of the Delta II rocket that will carry NASA's Aquarius satellite into low Earth orbit is on its way to Space Launch Complex-2 (SLC-2). While the Delta II rocket is stacked on SLC-2, teams for NASA's Glory spacecraft and Orbital Sciences Taurus XL rocket are in launch preparation mode at Vandenberg's nearby Space Launch Complex 576-E.        Scheduled to launch in June, Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: NASA/VAFB",KSC-2011-1961,https://images-assets.nasa.gov/image/KSC-2011-1961/KSC-2011-1961~medium.jpg
,KSC-2011-1961,2011-03-01,Delta II,,,,
,KSC-2011-1961,2011-03-01,science,,,,
,KSC-2011-1961,2011-03-01,research,,,,
,KSC-2011-1961,2011-03-01,climate change,,,,
,KSC-2011-1961,2011-03-01,Earth mission,,,,
89,KSC-2011-1964,2011-03-01,ELV,image,"VANDENBERG AIR FORCE BASE, Calif. -- The first stage of the Delta II rocket that will carry NASA's Aquarius satellite into low Earth orbit is raised onto the launch pad at Vandenberg Air Force Base's Space Launch Complex-2 (SLC-2) in California. While the Delta II rocket is stacked on SLC-2, teams for NASA's Glory spacecraft and Orbital Sciences Taurus XL rocket are in launch preparation mode at Vandenberg's nearby Space Launch Complex 576-E.        Scheduled to launch in June, Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: NASA/VAFB",KSC-2011-1964,https://images-assets.nasa.gov/image/KSC-2011-1964/KSC-2011-1964~medium.jpg
,KSC-2011-1964,2011-03-01,Delta II,,,,
,KSC-2011-1964,2011-03-01,science,,,,
,KSC-2011-1964,2011-03-01,research,,,,
,KSC-2011-1964,2011-03-01,climate change,,,,
,KSC-2011-1964,2011-03-01,Earth mission,,,,
90,KSC-2011-2188,2011-03-09,ELV,image,"VANDENBERG AIR FORCE BASE, Calif. --Before the sun rises over Vandenberg Air Force Base in California, United Launch Alliance technicians prepare to move one of three Delta II solid rocket motors from the solid motor facility to Space Launch Complex-2 West (SLC-2W) atop a tug. ULA technician Eric Chambless is in the tug's driver seat. Scheduled to launch in June, the Delta II rocket will carry NASA's Aquarius satellite into low Earth orbit.    Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: VAFB/30th Space Wing",KSC-2011-2188,https://images-assets.nasa.gov/image/KSC-2011-2188/KSC-2011-2188~medium.jpg
,KSC-2011-2188,2011-03-09,Delta II,,,,
,KSC-2011-2188,2011-03-09,science,,,,
,KSC-2011-2188,2011-03-09,research,,,,
,KSC-2011-2188,2011-03-09,climate change,,,,
,KSC-2011-2188,2011-03-09,Earth mission,,,,
91,KSC-2011-1965,2011-03-01,ELV,image,"VANDENBERG AIR FORCE BASE, Calif. -- The first stage of the Delta II rocket that will carry NASA's Aquarius satellite into low Earth orbit is raised onto the launch pad at Vandenberg Air Force Base's Space Launch Complex-2 (SLC-2) in California. While the Delta II rocket is stacked on SLC-2, teams for NASA's Glory spacecraft and Orbital Sciences Taurus XL rocket are in launch preparation mode at Vandenberg's nearby Space Launch Complex 576-E.      Scheduled to launch in June, Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: NASA/VAFB",KSC-2011-1965,https://images-assets.nasa.gov/image/KSC-2011-1965/KSC-2011-1965~medium.jpg
,KSC-2011-1965,2011-03-01,Delta II,,,,
,KSC-2011-1965,2011-03-01,science,,,,
,KSC-2011-1965,2011-03-01,research,,,,
,KSC-2011-1965,2011-03-01,climate change,,,,
,KSC-2011-1965,2011-03-01,Earth mission,,,,
92,KSC-2011-1967,2011-03-01,ELV,image,"VANDENBERG AIR FORCE BASE, Calif. -- Technicians guide the first stage of the Delta II rocket that will carry NASA's Aquarius satellite into low Earth orbit onto the launch pad at Vandenberg Air Force Base's Space Launch Complex-2 (SLC-2) in California. While the Delta II rocket is stacked on SLC-2, teams for NASA's Glory spacecraft and Orbital Sciences Taurus XL rocket are in launch preparation mode at Vandenberg's nearby Space Launch Complex 576-E.      Scheduled to launch in June, Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: NASA/VAFB",KSC-2011-1967,https://images-assets.nasa.gov/image/KSC-2011-1967/KSC-2011-1967~medium.jpg
,KSC-2011-1967,2011-03-01,Delta II,,,,
,KSC-2011-1967,2011-03-01,science,,,,
,KSC-2011-1967,2011-03-01,research,,,,
,KSC-2011-1967,2011-03-01,climate change,,,,
,KSC-2011-1967,2011-03-01,Earth mission,,,,
93,KSC-2011-1968,2011-03-01,ELV,image,"VANDENBERG AIR FORCE BASE, Calif. --  Technicians guide the first stage of the Delta II rocket that will carry NASA's Aquarius satellite into low Earth orbit onto the launch pad at Vandenberg Air Force Base's Space Launch Complex-2 (SLC-2) in California. While the Delta II rocket is stacked on SLC-2, teams for NASA's Glory spacecraft and Orbital Sciences Taurus XL rocket are in launch preparation mode at Vandenberg's nearby Space Launch Complex 576-E.      Scheduled to launch in June, Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: NASA/VAFB",KSC-2011-1968,https://images-assets.nasa.gov/image/KSC-2011-1968/KSC-2011-1968~medium.jpg
,KSC-2011-1968,2011-03-01,Delta II,,,,
,KSC-2011-1968,2011-03-01,science,,,,
,KSC-2011-1968,2011-03-01,research,,,,
,KSC-2011-1968,2011-03-01,climate change,,,,
,KSC-2011-1968,2011-03-01,Earth mission,,,,
94,KSC-2011-1966,2011-03-01,ELV,image,"VANDENBERG AIR FORCE BASE, Calif. -- The first stage of the Delta II rocket that will carry NASA's Aquarius satellite into low Earth orbit is raised onto the launch pad at Vandenberg Air Force Base's Space Launch Complex-2 (SLC-2) in California. While the Delta II rocket is stacked on SLC-2, teams for NASA's Glory spacecraft and Orbital Sciences Taurus XL rocket are in launch preparation mode at Vandenberg's nearby Space Launch Complex 576-E.    Scheduled to launch in June, Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: NASA/VAFB",KSC-2011-1966,https://images-assets.nasa.gov/image/KSC-2011-1966/KSC-2011-1966~medium.jpg
,KSC-2011-1966,2011-03-01,Delta II,,,,
,KSC-2011-1966,2011-03-01,science,,,,
,KSC-2011-1966,2011-03-01,research,,,,
,KSC-2011-1966,2011-03-01,climate change,,,,
,KSC-2011-1966,2011-03-01,Earth mission,,,,
95,KSC-2011-1962,2011-03-01,ELV,image,"VANDENBERG AIR FORCE BASE, Calif. -- The first stage of the Delta II rocket that will carry NASA's Aquarius satellite into low Earth orbit arrives to the launch pad at Vandenberg Air Force Base's Space Launch Complex-2 (SLC-2) in California. While the Delta II rocket is stacked on SLC-2, teams for NASA's Glory spacecraft and Orbital Sciences Taurus XL rocket are in launch preparation mode at Vandenberg's nearby Space Launch Complex 576-E.      Scheduled to launch in June, Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: NASA/VAFB",KSC-2011-1962,https://images-assets.nasa.gov/image/KSC-2011-1962/KSC-2011-1962~medium.jpg
,KSC-2011-1962,2011-03-01,Delta II,,,,
,KSC-2011-1962,2011-03-01,science,,,,
,KSC-2011-1962,2011-03-01,research,,,,
,KSC-2011-1962,2011-03-01,climate change,,,,
,KSC-2011-1962,2011-03-01,Earth mission,,,,
96,KSC-2011-1969,2011-03-01,ELV,image,"VANDENBERG AIR FORCE BASE, Calif. -- Technicians guide the first stage of the Delta II rocket that will carry NASA's Aquarius satellite into low Earth orbit onto the launch pad at Vandenberg Air Force Base's Space Launch Complex-2 (SLC-2) in California. While the Delta II rocket is stacked on SLC-2, teams for NASA's Glory spacecraft and Orbital Sciences Taurus XL rocket are in launch preparation mode at Vandenberg's nearby Space Launch Complex 576-E.        Scheduled to launch in June, Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: NASA/VAFB",KSC-2011-1969,https://images-assets.nasa.gov/image/KSC-2011-1969/KSC-2011-1969~medium.jpg
,KSC-2011-1969,2011-03-01,Delta II,,,,
,KSC-2011-1969,2011-03-01,science,,,,
,KSC-2011-1969,2011-03-01,research,,,,
,KSC-2011-1969,2011-03-01,climate change,,,,
,KSC-2011-1969,2011-03-01,Earth mission,,,,
97,PREFIRE: A Mission to Better Understand Earth’s Polar Regions (Mission Overview),2024-05-16,NASA,video,"NASA’s PREFIRE mission aims to improve global climate change predictions by expanding our understanding of heat loss at the polar regions. The Polar Radiant Energy in the Far-InfraRed Experiment (PREFIRE) will send two shoebox-size satellites into space to study the Arctic and Antarctic. They’ll be the first to systematically measure heat in the form of far-infrared radiation emitted from those regions.   Earth absorbs much of the Sun’s energy at the tropics. Weather and ocean currents then move that heat toward the poles, which help regulate Earth’s climate by radiating that heat back into space. But the Arctic is warming about three times faster than anywhere else on Earth, and that’s leading to increased ice sheet melt and sea level rise in coastal communities. The data from PREFIRE will help scientists better understand how Earth’s polar regions respond to climate change and what that might mean for the future.  For more information: https://science.nasa.gov/mission/prefire   Credit: NASA/JPL-Caltech/University of Wisconsin",JPL-20240516-PRFIREf-0001-PREFIRE Overview Video,https://images-assets.nasa.gov/video/JPL-20240516-PRFIREf-0001-PREFIRE Overview Video/JPL-20240516-PRFIREf-0001-PREFIRE Overview Video~large.jpg
,PREFIRE: A Mission to Better Understand Earth’s Polar Regions (Mission Overview),2024-05-16,JPL,,,,
,PREFIRE: A Mission to Better Understand Earth’s Polar Regions (Mission Overview),2024-05-16,Jet Propulsion Laboratory,,,,
,PREFIRE: A Mission to Better Understand Earth’s Polar Regions (Mission Overview),2024-05-16,Jet Propulsion Lab,,,,
,PREFIRE: A Mission to Better Understand Earth’s Polar Regions (Mission Overview),2024-05-16,University of Wisconsin-Madison,,,,
,PREFIRE: A Mission to Better Understand Earth’s Polar Regions (Mission Overview),2024-05-16,weather models,,,,
,PREFIRE: A Mission to Better Understand Earth’s Polar Regions (Mission Overview),2024-05-16,climate,,,,
,PREFIRE: A Mission to Better Understand Earth’s Polar Regions (Mission Overview),2024-05-16,climate change,,,,
,PREFIRE: A Mission to Better Understand Earth’s Polar Regions (Mission Overview),2024-05-16,climate models,,,,
,PREFIRE: A Mission to Better Understand Earth’s Polar Regions (Mission Overview),2024-05-16,climate predictions,,,,
,PREFIRE: A Mission to Better Understand Earth’s Polar Regions (Mission Overview),2024-05-16,weather predictions,,,,
,PREFIRE: A Mission to Better Understand Earth’s Polar Regions (Mission Overview),2024-05-16,forecast,,,,
,PREFIRE: A Mission to Better Understand Earth’s Polar Regions (Mission Overview),2024-05-16,forecast predictions,,,,
,PREFIRE: A Mission to Better Understand Earth’s Polar Regions (Mission Overview),2024-05-16,poles,,,,
,PREFIRE: A Mission to Better Understand Earth’s Polar Regions (Mission Overview),2024-05-16,polar regions,,,,
,PREFIRE: A Mission to Better Understand Earth’s Polar Regions (Mission Overview),2024-05-16,Arctic,,,,
,PREFIRE: A Mission to Better Understand Earth’s Polar Regions (Mission Overview),2024-05-16,Antarctic,,,,
,PREFIRE: A Mission to Better Understand Earth’s Polar Regions (Mission Overview),2024-05-16,sun,,,,
,PREFIRE: A Mission to Better Understand Earth’s Polar Regions (Mission Overview),2024-05-16,space,,,,
,PREFIRE: A Mission to Better Understand Earth’s Polar Regions (Mission Overview),2024-05-16,energy,,,,
,PREFIRE: A Mission to Better Understand Earth’s Polar Regions (Mission Overview),2024-05-16,global warming,,,,
,PREFIRE: A Mission to Better Understand Earth’s Polar Regions (Mission Overview),2024-05-16,heat loss,,,,
,PREFIRE: A Mission to Better Understand Earth’s Polar Regions (Mission Overview),2024-05-16,rising sea levels,,,,
,PREFIRE: A Mission to Better Understand Earth’s Polar Regions (Mission Overview),2024-05-16,satellites,,,,
,PREFIRE: A Mission to Better Understand Earth’s Polar Regions (Mission Overview),2024-05-16,CubeSats,,,,
,PREFIRE: A Mission to Better Understand Earth’s Polar Regions (Mission Overview),2024-05-16,polar orbit,,,,
,PREFIRE: A Mission to Better Understand Earth’s Polar Regions (Mission Overview),2024-05-16,wavelengths,,,,
,PREFIRE: A Mission to Better Understand Earth’s Polar Regions (Mission Overview),2024-05-16,infrared,,,,
,PREFIRE: A Mission to Better Understand Earth’s Polar Regions (Mission Overview),2024-05-16,far-infrared,,,,
